0,21.17,23.48,25.29,25.57,25.56,25.92,26.49,26.99,27.07,27.64
0,17.72,20.79,22.09,22.62,22.87,23.17,23.62,24.25,24.86,25.01
0,14.74,15.53,15.40,16.07,16.74,16.69,16.97,17.19,17.27,17.79
0,12.83,13.06,13.92,14.46,14.34,14.92,14.84,15.52,15.67,16.11
0,12.38,12.36,12.78,13.11,13.36,13.26,13.64,13.32,13.82,13.59
