0,20.17,22.48,24.29,24.57,24.56,24.92,25.49,25.99,26.27,26.58
0,16.72,19.79,21.09,21.62,21.87,22.17,22.62,23.25,23.64,23.81
0,13.74,14.53,14.40,15.07,15.74,15.69,15.97,16.19,16.32,16.64
0,11.83,12.06,12.92,13.46,13.34,13.92,13.84,14.52,14.69,14.84
0,11.38,11.36,11.78,12.11,12.36,12.26,12.64,12.32,12.39,12.46
